"slug","city","population","pop2025","pop2020","growth","type","pop2024","densityMi","areaMi","lat","lng","rank"
"illinois/reynolds","Reynolds",474,474,499,-0.0104384,"Village",479,1288,0.368,41.3318,-90.6722,932
"illinois/chadwick","Chadwick",473,473,482,-0.00421053,"Village",475,1521,0.311,42.0142,-89.8884,933
"illinois/dakota","Dakota",470,470,499,-0.012605,"Village",476,1888,0.249,42.3879,-89.5266,934
"illinois/tower-hill","Tower Hill",470,470,482,-0.00423729,"Village",472,468,1.005,39.3868,-88.9593,935
"illinois/mound-city","Mound City",468,468,520,-0.0209205,"City",478,693,0.675,37.0857,-89.163,936
"illinois/hutsonville","Hutsonville",467,467,477,-0.00426439,"Village",469,751,0.622,39.1096,-87.6647,937
"illinois/rankin","Rankin",465,465,494,-0.0127389,"Village",471,803,0.579,40.4644,-87.8959,938
"illinois/buda","Buda",464,464,478,-0.00642398,"Village",467,458,1.014,41.329,-89.6793,939
"illinois/grand-tower","Grand Tower",463,463,477,-0.00643777,"City",466,371,1.248,37.6417,-89.5067,940
"illinois/sidell","Sidell",463,463,492,-0.0127932,"Village",469,499,0.927,39.9097,-87.8236,941
"illinois/fithian","Fithian",462,462,491,-0.0128205,"Village",468,1206,0.383,40.1144,-87.875,942
"illinois/st-rose","St. Rose",462,462,459,0.0021692,"Village",461,782,0.591,38.6826,-89.5536,943
"illinois/oak-grove","Oak Grove",460,460,469,-0.004329,"Village",462,699,0.658,41.4119,-90.5742,944
"illinois/buckley","Buckley",459,459,491,-0.0129032,"Village",465,1453,0.316,40.5973,-88.0377,945
"illinois/versailles","Versailles",458,458,447,0.00438596,"Village",456,491,0.933,39.8839,-90.659,946
"illinois/ohio","Ohio",455,455,469,-0.00655022,"Village",458,713,0.638,41.555,-89.4603,947
"illinois/dix","Dix",454,454,466,-0.00438596,"Village",456,219,2.074,38.4445,-88.946,948
"illinois/chapin","Chapin",453,453,475,-0.00875274,"Village",457,454,0.998,39.7669,-90.4027,949
"illinois/emden","Emden",449,449,464,-0.00663717,"Village",452,1911,0.235,40.2982,-89.4851,950
"illinois/san-jose","San Jose",449,449,478,-0.0131868,"Village",455,1085,0.414,40.3051,-89.6048,951
"illinois/bowen","Bowen",447,447,461,-0.00666667,"Village",450,1044,0.428,40.2321,-91.0633,952
"illinois/boody","Boody",445,445,442,0.0253456,"CDP",434,387,1.151,39.7644,-89.0467,953
"illinois/ashley","Ashley",444,444,461,-0.00671141,"City",447,394,1.128,38.3283,-89.1889,954
"illinois/elkhart","Elkhart",444,444,451,-0.00224719,"Village",445,237,1.874,40.0123,-89.4761,955
"illinois/camargo","Camargo",443,443,452,-0.00449438,"Village",445,352,1.259,39.7994,-88.1684,956
"illinois/de-land","De Land",441,441,450,-0.00451467,"Village",443,1040,0.424,40.1218,-88.6435,957
"illinois/lenzburg","Lenzburg",440,440,467,-0.011236,"Village",445,381,1.155,38.2864,-89.8178,958
"illinois/tovey","Tovey",440,440,462,-0.00900901,"Village",444,1973,0.223,39.5882,-89.4486,959
"illinois/kaneville","Kaneville",439,439,453,-0.00678733,"Village",442,1540,0.285,41.8332,-88.5216,960
"illinois/sun-river-terrace","Sun River Terrace",439,439,458,-0.00902934,"Village",443,756,0.581,41.1234,-87.7333,961
"illinois/pierron","Pierron",438,438,462,-0.0112867,"Village",443,597,0.734,38.7792,-89.5918,962
"illinois/altona","Altona",437,437,462,-0.0113122,"Village",442,466,0.938,41.1151,-90.1648,963
"illinois/ullin","Ullin",437,437,466,-0.013544,"Village",443,155,2.811,37.2802,-89.1758,964
"illinois/mount-auburn","Mount Auburn",435,435,454,-0.00911162,"Village",439,436,0.997,39.7654,-89.2593,965
"illinois/cornell","Cornell",434,434,449,-0.00686499,"Village",437,664,0.654,40.992,-88.7299,966
"illinois/kings","Kings",434,434,348,0.0716049,"CDP",405,2837,0.153,42.0031,-89.107,967
"illinois/allendale","Allendale",432,432,457,-0.0114416,"Village",437,1407,0.307,38.5276,-87.7103,968
"illinois/lostant","Lostant",431,431,433,0,"Village",431,381,1.13,41.1253,-89.0667,969
"illinois/rock-island-arsenal","Rock Island Arsenal",431,431,353,0.0435835,"CDP",413,274,1.572,41.517,-90.5397,970
"illinois/georgetown-mcdonough-county","Georgetown",428,428,468,0.00469483,"CDP",426,2972,0.144,40.4598,-90.7174,971
"illinois/hoffman","Hoffman",428,428,440,-0.00465116,"Village",430,846,0.506,38.5405,-89.2643,972
"illinois/buffalo","Buffalo",427,427,446,-0.00928074,"Village",431,1238,0.345,39.8499,-89.4091,973
"illinois/dalton-city","Dalton City",427,427,456,-0.0138568,"Village",433,800,0.534,39.717,-88.807,974
"illinois/norwood","Norwood",424,424,439,-0.00702576,"Village",427,1381,0.307,40.7078,-89.6995,975
"illinois/cherry","Cherry",423,423,438,-0.00704225,"Village",426,798,0.53,41.4281,-89.2132,976
"illinois/scales-mound","Scales Mound",421,421,433,-0.00472813,"Village",423,670,0.628,42.4748,-90.2526,977
"illinois/plymouth","Plymouth",420,420,435,-0.0070922,"Village",423,743,0.565,40.2921,-90.9163,978
"illinois/leaf-river","Leaf River",419,419,429,-0.00475059,"Village",421,482,0.869,42.1233,-89.404,979
"illinois/prairietown","Prairietown",419,419,298,0.0716113,"CDP",391,2229,0.188,38.9665,-89.9234,980
"illinois/hopewell","Hopewell",418,418,418,0,"Village",418,368,1.135,40.9842,-89.4571,981
"illinois/ipava","Ipava",417,417,442,-0.0118483,"Village",422,1556,0.268,40.3526,-90.3234,982
"illinois/tallula","Tallula",416,416,433,-0.0071599,"Village",419,783,0.531,39.9457,-89.9366,983
"illinois/towanda","Towanda",416,416,430,-0.0071599,"Village",419,559,0.744,40.5634,-88.9007,984
"illinois/beecher-city","Beecher City",415,415,429,-0.00717703,"Village",418,464,0.895,39.1866,-88.7877,985
"illinois/cameron","Cameron",414,414,146,0.0725389,"CDP",386,654,0.633,40.8875,-90.5164,986
"illinois/hecker","Hecker",411,411,428,-0.00724638,"Village",414,1539,0.267,38.3049,-89.9932,987
"illinois/garden-prairie","Garden Prairie",410,410,265,0.0704961,"CDP",383,643,0.638,42.2536,-88.7129,988
"illinois/melvin","Melvin",409,409,418,-0.00486618,"Village",411,1182,0.346,40.571,-88.247,989
"illinois/naplate","Naplate",409,409,418,-0.00486618,"Village",411,2509,0.163,41.3315,-88.8802,990
"illinois/neponset","Neponset",408,408,423,-0.00729927,"Village",411,407,1.002,41.2967,-89.7896,991
"illinois/german-valley","German Valley",407,407,432,-0.0121359,"Village",412,875,0.465,42.2143,-89.4846,992
"illinois/sorento","Sorento",407,407,426,-0.00973236,"Village",411,510,0.798,39.0008,-89.5748,993
"illinois/chemung","Chemung",406,406,738,0.0175439,"CDP",399,1445,0.281,42.4162,-88.6642,994
"illinois/fairview","Fairview",404,404,426,-0.00980392,"Village",408,96,4.215,40.6547,-90.1832,995
"illinois/hillsdale","Hillsdale",403,403,413,-0.00493827,"Village",405,622,0.648,41.6069,-90.1728,996
"illinois/benson","Benson",402,402,411,-0.00495049,"Village",404,2466,0.163,40.8507,-89.1211,997
"illinois/keyesport","Keyesport",402,402,404,0,"Village",402,558,0.72,38.7464,-89.2738,998
"illinois/monroe-center","Monroe Center",402,402,412,-0.00495049,"Village",404,332,1.212,42.0999,-88.9944,999
"illinois/waltonville","Waltonville",400,400,414,-0.00744417,"Village",403,323,1.24,38.2161,-89.0382,1000
"illinois/prairie-city","Prairie City",398,398,407,-0.005,"Village",400,395,1.008,40.621,-90.4649,1001
"illinois/saunemin","Saunemin",397,397,407,-0.00501253,"Village",399,1719,0.231,40.8922,-88.4053,1002
"illinois/buckner","Buckner",395,395,405,-0.00503778,"Village",397,453,0.872,37.981,-89.0157,1003
"illinois/karnak","Karnak",391,391,423,-0.0151134,"Village",397,217,1.806,37.2942,-88.9761,1004
"illinois/carbon-hill","Carbon Hill",386,386,375,0.00520833,"Village",384,2121,0.182,41.2969,-88.2999,1005
"illinois/edgewood","Edgewood",386,386,398,-0.00515464,"Village",388,381,1.013,38.9219,-88.6641,1006
"illinois/industry","Industry",386,386,395,-0.00515464,"Village",388,839,0.46,40.3273,-90.608,1007
"illinois/sadorus","Sadorus",385,385,399,-0.00773196,"Village",388,375,1.027,39.9669,-88.3451,1008
"illinois/dundas","Dundas",384,384,259,0.0726257,"CDP",358,574,0.669,38.8346,-88.0855,1009
"illinois/waynesville","Waynesville",378,378,382,-0.00263852,"Village",379,1185,0.319,40.2413,-89.1245,1010
"illinois/varna","Varna",374,374,374,0,"Village",374,1259,0.297,41.0352,-89.2243,1011
"illinois/lomax","Lomax",371,371,403,-0.0159151,"Village",377,312,1.189,40.6792,-91.0754,1012
"illinois/hull","Hull",370,370,390,-0.0106952,"Village",374,203,1.825,39.7108,-91.2008,1013
"illinois/sublette","Sublette",370,370,379,-0.00537634,"Village",372,925,0.4,41.643,-89.2289,1014
"illinois/bondville","Bondville",369,369,386,-0.00806452,"Village",372,1470,0.251,40.1115,-88.3683,1015
"illinois/weldon","Weldon",368,368,370,0,"Village",368,1378,0.267,40.1216,-88.7497,1016
"illinois/xenia","Xenia",366,366,381,-0.00813008,"Village",369,742,0.493,38.6373,-88.6375,1017
"illinois/east-carondelet","East Carondelet",365,365,390,-0.0135135,"Village",370,310,1.177,38.5371,-90.24,1018
"illinois/sparland","Sparland",364,364,364,0,"Village",364,636,0.572,41.0296,-89.4412,1019
"illinois/new-haven","New Haven",363,363,397,-0.0189189,"Village",370,292,1.244,37.8984,-88.1268,1020
"illinois/medora","Medora",362,362,374,-0.00549451,"Village",364,953,0.38,39.1765,-90.1414,1021
"illinois/bonnie","Bonnie",361,361,375,-0.00824176,"Village",364,283,1.275,38.203,-88.9068,1022
"illinois/dowell","Dowell",361,361,368,-0.00276243,"Village",362,926,0.39,37.9396,-89.2395,1023
"illinois/joy","Joy",360,360,370,-0.00552486,"Village",362,841,0.428,41.1969,-90.8788,1024
"illinois/irving","Irving",359,359,373,-0.00828729,"Village",362,400,0.897,39.2055,-89.4053,1025
"illinois/tamms","Tamms",356,356,420,-0.0352304,"Village",369,153,2.332,37.2415,-89.2713,1026
"illinois/good-hope","Good Hope",352,352,361,-0.00564972,"Village",354,1173,0.3,40.5574,-90.6753,1027
"illinois/herrick","Herrick",352,352,361,-0.00564972,"Village",354,962,0.366,39.2196,-88.9848,1028
"illinois/lakewood-shores","Lakewood Shores",351,351,566,-0.158273,"CDP",417,1009,0.348,41.2801,-88.1428,1029
"illinois/blairsville","Blairsville",350,350,322,0.0703364,"CDP",327,347,1.009,37.8105,-89.1238,1030
"illinois/humboldt","Humboldt",350,350,360,-0.00568182,"Village",352,1020,0.343,39.6047,-88.3201,1031
"illinois/bay-view-gardens","Bay View Gardens",348,348,355,-0.00286533,"Village",349,612,0.569,40.8138,-89.528,1032
"illinois/cutler","Cutler",348,348,360,-0.00571429,"Village",350,744,0.468,38.0326,-89.5676,1033
"illinois/arenzville","Arenzville",342,342,364,-0.0115607,"Village",346,445,0.768,39.8805,-90.3706,1034
"illinois/belgium","Belgium",341,341,358,-0.00872093,"Village",344,786,0.434,40.0608,-87.6328,1035
"illinois/alexander","Alexander",340,340,159,0.0725552,"CDP",317,346,0.984,39.7218,-90.0368,1036
"illinois/jeffersonville","Jeffersonville",338,338,352,-0.00879765,"Village",341,334,1.012,38.4425,-88.404,1037
"illinois/bonfield","Bonfield",337,337,352,-0.00882353,"Village",340,685,0.492,41.145,-88.054,1038
"illinois/grantfork","Grantfork",337,337,341,-0.00295858,"Village",338,916,0.368,38.8264,-89.6665,1039
"illinois/london-mills","London Mills",337,337,349,-0.0058997,"Village",339,493,0.684,40.7106,-90.2662,1040
"illinois/bellflower","Bellflower",336,336,345,-0.00591716,"Village",338,903,0.372,40.3406,-88.5256,1041
"illinois/loda","Loda",336,336,356,-0.0117647,"Village",340,229,1.467,40.5149,-88.0762,1042
"illinois/roberts","Roberts",336,336,343,-0.00296736,"Village",337,699,0.481,40.6148,-88.1842,1043
"illinois/apple-river","Apple River",332,332,339,-0.003003,"Village",333,471,0.705,42.5023,-90.0937,1044
"illinois/new-douglas","New Douglas",332,332,346,-0.00895522,"Village",335,317,1.048,38.9688,-89.6679,1045
"illinois/secor","Secor",331,331,340,-0.00600601,"Village",333,1141,0.29,40.7418,-89.135,1046
"illinois/table-grove","Table Grove",325,325,349,-0.0151515,"Village",330,1152,0.282,40.365,-90.4252,1047
"illinois/ellis-grove","Ellis Grove",324,324,326,0,"Village",324,660,0.491,38.0102,-89.9126,1048
"illinois/summerfield","Summerfield",324,324,343,-0.0121951,"Village",328,632,0.513,38.5957,-89.7496,1049
"illinois/joppa","Joppa",323,323,347,-0.0152439,"Village",328,665,0.486,37.2092,-88.847,1050
"illinois/panama","Panama",323,323,332,-0.00615385,"Village",325,885,0.365,39.0293,-89.5244,1051
"illinois/latham","Latham",322,322,331,-0.00617284,"Village",324,1179,0.273,39.967,-89.1623,1052
"illinois/langleyville","Langleyville",320,320,439,-0.0214067,"CDP",327,814,0.393,39.5611,-89.3603,1053
"illinois/middletown","Middletown",320,320,329,-0.00621118,"Village",322,938,0.341,40.0993,-89.5904,1054
"illinois/new-canton","New Canton",319,319,331,-0.00623053,"Town",321,362,0.881,39.6371,-91.0983,1055
"illinois/orient","Orient",317,317,327,-0.00626959,"City",319,426,0.745,37.9175,-88.9783,1056
"illinois/mason","Mason",315,315,325,-0.00630915,"Town",317,245,1.287,38.9543,-88.6271,1057
"illinois/seatonville","Seatonville",314,314,323,-0.00632911,"Village",316,544,0.577,41.3671,-89.2748,1058
"illinois/greenwood","Greenwood",313,313,317,-0.00318471,"Village",314,118,2.656,42.3954,-88.3838,1059
"illinois/martinton","Martinton",313,313,335,-0.0126183,"Village",317,1142,0.274,40.9153,-87.7264,1060
"illinois/st-peter","St. Peter",313,313,322,-0.00634921,"Village",315,601,0.521,38.8676,-88.8504,1061
"illinois/hanaford","Hanaford",312,312,319,-0.00319489,"Village",313,310,1.008,37.9552,-88.831,1062
"illinois/sigel","Sigel",312,312,322,-0.00636943,"Town",314,1110,0.281,39.2255,-88.4947,1063
"illinois/flat-rock","Flat Rock",310,310,324,-0.00958466,"Village",313,362,0.856,38.9037,-87.6734,1064
"illinois/kenney","Kenney",310,310,304,0.00323624,"Village",309,1099,0.282,40.0979,-89.0861,1065
"illinois/ruma","Ruma",308,308,312,-0.00323624,"Village",309,415,0.742,38.1306,-90.0003,1066
"illinois/baldwin","Baldwin",307,307,314,-0.00324675,"Village",308,461,0.666,38.1838,-89.8452,1067
"illinois/malden","Malden",307,307,317,-0.00647249,"Village",309,1125,0.273,41.425,-89.3698,1068
"illinois/mount-clare","Mount Clare",307,307,316,-0.00647249,"Village",309,200,1.538,39.0973,-89.8337,1069
"illinois/hume","Hume",306,306,323,-0.00970874,"Village",309,541,0.566,39.7981,-87.8685,1070
"illinois/ransom","Ransom",305,305,310,-0.00326797,"Village",306,305,0.999,41.1586,-88.6542,1071
"illinois/coalton","Coalton",302,302,314,-0.00657895,"Village",304,570,0.53,39.2848,-89.303,1072
"illinois/lee","Lee",301,301,313,-0.00660066,"Village",303,1520,0.198,41.7954,-88.9417,1073
"illinois/perry","Perry",300,300,312,-0.00662252,"Village",302,777,0.386,39.7822,-90.7473,1074
"illinois/alma","Alma",299,299,314,-0.00993377,"Village",302,264,1.132,38.7229,-88.9117,1075
"illinois/campbell-hill","Campbell Hill",299,299,311,-0.00664452,"Village",301,647,0.462,37.9308,-89.5514,1076
"illinois/alto-pass","Alto Pass",298,298,313,-0.00996678,"Village",301,140,2.134,37.5737,-89.3195,1077
"illinois/armington","Armington",298,298,310,-0.00666667,"Village",300,1046,0.285,40.3397,-89.3144,1078
"illinois/belle-rive","Belle Rive",298,298,308,-0.00666667,"Village",300,290,1.026,38.2317,-88.7405,1079
"illinois/broadlands","Broadlands",295,295,314,-0.0133779,"Village",299,916,0.322,39.9087,-87.9971,1080
"illinois/fillmore","Fillmore",295,295,302,-0.00337838,"Village",296,444,0.664,39.1147,-89.2789,1081
"illinois/kampsville","Kampsville",293,293,305,-0.00677966,"Village",295,287,1.02,39.2972,-90.6129,1082
"illinois/easton","Easton",292,292,316,-0.016835,"Village",297,1217,0.24,40.2321,-89.8416,1083
"illinois/ewing","Ewing",292,292,299,-0.00341297,"Village",293,289,1.009,38.0894,-88.8522,1084
"illinois/loraine","Loraine",291,291,298,-0.00342466,"Village",292,345,0.844,40.1526,-91.2215,1085
"illinois/ludlow","Ludlow",291,291,306,-0.0102041,"Village",294,733,0.397,40.3866,-88.1259,1086
"illinois/manlius","Manlius",288,288,300,-0.00689655,"Village",290,903,0.319,41.4556,-89.6692,1087
"illinois/beaverville","Beaverville",285,285,305,-0.0138408,"Village",289,1036,0.275,40.9537,-87.654,1088
"illinois/millbrook","Millbrook",282,282,277,0.00355872,"Village",281,153,1.846,41.6071,-88.5454,1089
"illinois/biggsville","Biggsville",281,281,301,-0.0140351,"Village",285,834,0.337,40.8536,-90.8622,1090
"illinois/fayetteville","Fayetteville",281,281,293,-0.00706714,"Village",283,949,0.296,38.3778,-89.7971,1091
"illinois/sibley","Sibley",280,280,287,-0.00355872,"Village",281,582,0.481,40.5876,-88.3782,1092
"illinois/virgil","Virgil",279,279,289,-0.00711744,"Village",281,128,2.183,41.9557,-88.529,1093
"illinois/bureau-junction","Bureau Junction",278,278,287,-0.00714286,"Village",280,173,1.606,41.2894,-89.3645,1094
"illinois/seymour","Seymour",278,278,145,-0.00714286,"CDP",280,2989,0.093,40.1068,-88.4271,1095
"illinois/lisbon","Lisbon",277,277,271,0.00362319,"Village",276,131,2.117,41.4806,-88.4559,1096
"illinois/kane","Kane",276,276,296,-0.0142857,"Village",280,507,0.544,39.1905,-90.3512,1097
"illinois/rock-city","Rock City",276,276,295,-0.0142857,"Village",280,2029,0.136,42.413,-89.471,1098
"illinois/mossville","Mossville",275,275,263,0.0700389,"CDP",257,220,1.25,40.8171,-89.5704,1099
"illinois/nebo","Nebo",274,274,279,-0.00363636,"Village",275,631,0.434,39.4421,-90.7882,1100
"illinois/royal","Royal",274,274,291,-0.0108303,"Village",277,1497,0.183,40.1931,-87.9719,1101
"illinois/raleigh","Raleigh",271,271,288,-0.0109489,"Village",274,137,1.976,37.8244,-88.5312,1102
"illinois/grand-detour","Grand Detour",270,270,351,-0.0391459,"CDP",281,231,1.17,41.9012,-89.4131,1103
"illinois/elliott","Elliott",267,267,277,-0.00743494,"Village",269,536,0.498,40.4662,-88.2769,1104
"illinois/hindsboro","Hindsboro",267,267,276,-0.00743494,"Village",269,993,0.269,39.6848,-88.1347,1105
"illinois/arrowsmith","Arrowsmith",266,266,276,-0.00746269,"Village",268,1350,0.197,40.4493,-88.6321,1106
"illinois/smithville","Smithville",266,266,171,0.0725806,"CDP",248,210,1.265,40.659,-89.8031,1107
"illinois/winslow","Winslow",266,266,283,-0.0111524,"Village",269,581,0.458,42.493,-89.7949,1108
"illinois/freeman-spur","Freeman Spur",265,265,274,-0.00749064,"Village",267,664,0.399,37.86,-88.9999,1109
"illinois/mcnabb","McNabb",265,265,279,-0.011194,"Village",268,1497,0.177,41.1771,-89.2097,1110
"illinois/burtons-bridge","Burtons Bridge",264,264,273,0.0731707,"CDP",246,2146,0.123,42.2779,-88.2303,1111
"illinois/little-york","Little York",264,264,284,-0.0149254,"Village",268,1184,0.223,41.0109,-90.7472,1112
"illinois/compton","Compton",263,263,270,-0.00378788,"Village",264,1594,0.165,41.6941,-89.0863,1113
"illinois/new-holland","New Holland",263,263,272,-0.00754717,"Village",265,848,0.31,40.1835,-89.5824,1114
"illinois/olmsted","Olmsted",262,262,284,-0.0150376,"Village",266,78,3.365,37.1824,-89.084,1115
"illinois/plainville","Plainville",261,261,271,-0.00760456,"Village",263,1111,0.235,39.7848,-91.1816,1116
"illinois/opdyke","Opdyke",260,260,303,0,"CDP",260,492,0.528,38.2582,-88.7898,1117
"illinois/brocton","Brocton",259,259,271,-0.00766284,"Village",261,453,0.572,39.7154,-87.9336,1118
"illinois/cedar-point","Cedar Point",258,258,267,-0.00769231,"Village",260,253,1.021,41.2651,-89.126,1119
"illinois/east-gillespie","East Gillespie",258,258,268,-0.00769231,"Village",260,809,0.319,39.1378,-89.8127,1120
"illinois/serena","Serena",258,258,137,0.075,"CDP",240,1049,0.246,41.4872,-88.7319,1121
"illinois/sawyerville","Sawyerville",257,257,266,-0.00772201,"Village",259,260,0.988,39.0819,-89.8045,1122
"illinois/adair","Adair",256,256,179,0.0118577,"CDP",253,595,0.43,40.4183,-90.4974,1123
"illinois/bath","Bath",256,256,275,-0.0153846,"Village",260,701,0.365,40.19,-90.1424,1124
"illinois/kingston-mines","Kingston Mines",256,256,268,-0.00775194,"Village",258,177,1.444,40.5584,-89.771,1125
"illinois/rutland","Rutland",254,254,256,0,"Village",254,366,0.694,40.9838,-89.0413,1126
"illinois/hartsburg","Hartsburg",252,252,261,-0.00787401,"Village",254,1680,0.15,40.2506,-89.4411,1127
"illinois/cisco","Cisco",251,251,255,-0.00396825,"Village",252,1379,0.182,40.0116,-88.7254,1128
"illinois/henderson","Henderson",251,251,263,-0.00790514,"Village",253,947,0.265,41.0239,-90.3536,1129
"illinois/lawrence","Lawrence",251,251,150,0.0726496,"CDP",234,682,0.368,42.4433,-88.6417,1130
"illinois/kilbourne","Kilbourne",250,250,267,-0.0118577,"Village",253,281,0.889,40.1519,-90.0115,1131
"illinois/addieville","Addieville",249,249,253,-0.004,"Village",250,251,0.993,38.3913,-89.4865,1132
"illinois/manchester","Manchester",249,249,269,-0.0158103,"Village",253,234,1.063,39.5423,-90.3303,1133
"illinois/victoria","Victoria",249,249,268,-0.0158103,"Village",253,552,0.451,41.0336,-90.0873,1134
"illinois/allerton","Allerton",248,248,265,-0.0119522,"Village",251,365,0.679,39.9161,-87.9353,1135
"illinois/dunfermline","Dunfermline",248,248,262,-0.0119522,"Village",251,1687,0.147,40.4917,-90.0325,1136
"illinois/ivesdale","Ivesdale",248,248,263,-0.0119522,"Village",251,346,0.716,39.9458,-88.4558,1137
"illinois/mapleton","Mapleton",245,245,257,-0.00809717,"Village",247,277,0.885,40.573,-89.7247,1138
"illinois/carman","Carman",244,244,187,0.0701754,"CDP",228,597,0.409,40.7362,-91.0617,1139
"illinois/magnolia","Magnolia",243,243,253,-0.00816326,"Village",245,776,0.313,41.1141,-89.1957,1140
"illinois/crab-orchard","Crab Orchard",241,241,222,-0.0242915,"CDP",247,173,1.395,37.7236,-88.8103,1141
"illinois/east-cape-girardeau","East Cape Girardeau",241,241,285,-0.036,"Village",250,123,1.961,37.294,-89.4802,1142
"illinois/ophiem","Ophiem",238,238,180,0.0720721,"CDP",222,201,1.182,41.2538,-90.3827,1143
"illinois/bellmont","Bellmont",236,236,248,-0.00840336,"Village",238,726,0.325,38.383,-87.9106,1144
"illinois/bush","Bush",236,236,241,-0.00421941,"Village",237,519,0.455,37.8419,-89.1299,1145
"illinois/whiteash","Whiteash",236,236,83,0.0727273,"CDP",220,271,0.871,37.7838,-88.9307,1146
"illinois/buckingham","Buckingham",235,235,242,-0.00423729,"Village",236,936,0.251,41.0471,-88.1749,1147
"illinois/woodland","Woodland",233,233,247,-0.0127119,"Village",236,476,0.49,40.7151,-87.7311,1148
"illinois/donovan","Donovan",231,231,248,-0.0128205,"Village",234,704,0.328,40.8849,-87.6139,1149
"illinois/vergennes","Vergennes",231,231,235,-0.00431034,"Village",232,656,0.352,37.9019,-89.3402,1150
"illinois/cabery","Cabery",230,230,234,-0.004329,"Village",231,669,0.344,40.9958,-88.2037,1151
"illinois/mccook","McCook",229,229,249,-0.0171674,"Village",233,88,2.614,41.7983,-87.8416,1152
"illinois/kappa","Kappa",227,227,231,-0.00438596,"Village",228,636,0.357,40.6754,-89.006,1153
"illinois/richview","Richview",227,227,236,-0.00873362,"Village",229,198,1.149,38.3759,-89.1803,1154
"illinois/kangley","Kangley",226,226,233,-0.00440529,"Village",227,866,0.261,41.148,-88.8721,1155
"illinois/oakford","Oakford",226,226,235,-0.00877193,"Village",228,908,0.249,40.1009,-89.9653,1156
"illinois/ste-marie","Ste. Marie",226,226,233,-0.00440529,"Village",227,204,1.109,38.93,-88.0277,1157
"illinois/plattville","Plattville",224,224,219,0.0044843,"Village",223,99,2.259,41.5343,-88.3836,1158
"illinois/steward","Steward",222,222,227,-0.0044843,"Village",223,1682,0.132,41.8483,-89.02,1159
"illinois/alvan-alvin","Alvan (Alvin)",220,220,235,-0.0134529,"Village",223,277,0.793,40.307,-87.6069,1160
"illinois/white-city","White City",220,220,212,0.00917431,"Village",218,182,1.212,39.0706,-89.7697,1161
"illinois/cave-in-rock","Cave-In-Rock",219,219,229,-0.00904977,"Village",221,586,0.374,37.471,-88.1658,1162
"illinois/troy-grove","Troy Grove",219,219,223,-0.00454545,"Village",220,319,0.687,41.4657,-89.0815,1163
"illinois/cypress","Cypress",218,218,218,0,"Village",218,290,0.753,37.3657,-89.0189,1164
"illinois/stonefort","Stonefort",218,218,223,-0.00456621,"Village",219,150,1.454,37.6215,-88.7041,1165
"illinois/elizabethtown","Elizabethtown",216,216,223,-0.00460829,"Village",217,306,0.705,37.4499,-88.3035,1166
"illinois/indianola","Indianola",216,216,226,-0.00917431,"Village",218,557,0.388,39.9271,-87.7402,1167
"illinois/lerna","Lerna",216,216,221,-0.00460829,"Village",217,1878,0.115,39.4179,-88.2888,1168
"illinois/la-clede","La Clede",215,215,33,0.0696517,"CDP",201,700,0.307,38.8806,-88.7127,1169
"illinois/gladstone","Gladstone",213,213,232,-0.0184332,"Village",217,592,0.36,40.8643,-90.9566,1170
"illinois/mcclure","McClure",213,213,253,-0.0361991,"Village",221,139,1.528,37.3126,-89.4316,1171
"illinois/standard","Standard",212,212,226,-0.0139535,"Village",215,298,0.711,41.2558,-89.1817,1172
"illinois/verona","Verona",212,212,206,0.00473934,"Village",211,1285,0.165,41.2157,-88.5049,1173
"illinois/alden","Alden",210,210,167,0.0714286,"CDP",196,1667,0.126,42.4586,-88.5185,1174
"illinois/maquon","Maquon",210,210,222,-0.00943396,"Village",212,1296,0.162,40.798,-90.1632,1175
"illinois/menominee","Menominee",210,210,212,0,"Village",210,110,1.914,42.4747,-90.5429,1176
"illinois/holcomb","Holcomb",209,209,157,0.0717949,"CDP",195,2348,0.089,42.0645,-89.097,1177
"illinois/milton","Milton",209,209,211,0,"Village",209,541,0.386,39.5646,-90.6499,1178
"illinois/curran","Curran",208,208,212,-0.00478469,"Village",209,105,1.975,39.742,-89.7784,1179
"illinois/gays","Gays",208,208,223,-0.014218,"Village",211,539,0.386,39.4583,-88.4963,1180
"illinois/montrose","Montrose",207,207,211,-0.00480769,"Village",208,325,0.637,39.166,-88.378,1181
"illinois/sammons-point","Sammons Point",207,207,212,-0.00480769,"Village",208,112,1.851,41.0324,-87.8583,1182
"illinois/buncombe","Buncombe",206,206,206,0,"Village",206,174,1.187,37.4711,-88.9747,1183
"illinois/seaton","Seaton",206,206,213,-0.00483092,"Village",207,130,1.579,41.1023,-90.7991,1184
"illinois/bardolph","Bardolph",204,204,208,-0.00487805,"Village",205,331,0.617,40.4959,-90.5631,1185
"illinois/forest-city","Forest City",203,203,217,-0.0145631,"Village",206,388,0.523,40.3722,-89.8325,1186
"illinois/owaneco","Owaneco",203,203,212,-0.0097561,"Village",205,443,0.458,39.4814,-89.1949,1187
"illinois/palmer","Palmer",202,202,214,-0.00980392,"Village",204,203,0.995,39.4587,-89.4079,1188
"illinois/thawville","Thawville",202,202,214,-0.00980392,"Village",204,658,0.307,40.6731,-88.1136,1189
"illinois/bulpitt","Bulpitt",200,200,212,-0.00990099,"Village",202,2899,0.069,39.5919,-89.4258,1190
"illinois/rio","Rio",200,200,209,-0.00990099,"Village",202,641,0.312,41.1093,-90.3988,1191
